,caseid,person_id,arrest_date,dispos_date,treat,re_arrest,prior_arrests,age
442,794,2836,2012-06-05,2013-03-06,0,0,1,21.0
443,797,19108,2012-02-21,2012-03-03,1,0,4,43.0
444,805,1656,2012-08-30,2012-12-21,1,0,2,20.0
445,53705,1656,2012-03-01,2012-03-02,1,0,1,19.0
446,815,16748,2013-01-19,2013-05-27,0,0,4,31.0
447,817,14526,2013-09-17,2014-08-12,0,0,3,21.0
448,7110,14526,2013-05-27,2013-08-05,0,0,2,21.0
449,827,17339,2012-02-25,2012-06-20,0,0,8,36.0
450,16931,17339,2012-02-23,2013-01-13,1,1,7,36.0
451,829,18022,2012-03-16,2012-03-18,1,0,2,19.0
452,25947,18022,2012-05-09,2012-05-31,1,0,3,19.0
453,62680,18022,2013-04-29,2014-10-18,1,0,4,20.0
454,833,19620,2013-04-08,2013-09-12,0,1,5,23.0
455,6526,19620,2012-02-16,2012-03-27,1,0,3,22.0
456,24907,19620,2012-04-25,2012-07-01,0,0,4,22.0
457,30354,19620,2013-07-15,2014-07-21,1,0,6,23.0
458,835,233,2012-12-07,2013-06-16,0,0,2,31.0
459,837,4184,2013-08-17,2013-08-30,0,0,3,32.0
460,838,6251,2013-10-20,2016-01-20,0,0,1,20.0
461,840,202,2012-09-08,2012-09-24,0,0,2,29.0
462,69869,202,2012-10-31,2013-02-25,1,0,3,29.0
463,88161,202,2013-05-11,2013-08-11,1,0,4,30.0
464,849,1692,2012-06-03,2012-12-07,1,0,5,35.0
465,73767,1692,2013-05-27,2013-07-17,1,0,6,36.0
466,74556,1692,2013-10-23,2013-12-27,0,0,7,36.0
467,854,12447,2012-04-13,2013-03-18,0,1,4,25.0
468,7981,12447,2013-04-01,2013-07-27,1,1,6,26.0
469,51251,12447,2012-01-23,2012-07-08,0,1,3,25.0
470,71132,12447,2013-05-26,2013-11-20,1,0,7,26.0
471,74394,12447,2012-05-07,2012-08-10,0,0,5,25.0
472,855,8856,2012-08-05,2012-09-14,1,0,6,40.0
473,18919,8856,2012-10-30,2014-04-19,0,1,7,40.0
474,82208,8856,2013-01-21,2013-06-10,1,0,8,40.0
475,860,6881,2012-05-18,2012-06-05,0,0,3,35.0
476,68450,6881,2013-07-02,2013-09-04,1,0,4,36.0
477,861,18567,2012-01-17,2012-02-12,1,0,2,26.0
478,89916,18567,2012-04-16,2013-02-19,0,0,3,26.0
479,863,18501,2012-12-13,2013-02-22,0,0,2,23.0
480,864,9314,2012-04-10,2012-09-16,0,0,4,27.0
481,12740,9314,2013-06-13,2015-11-05,0,1,6,28.0
482,36725,9314,2012-11-20,2013-03-03,1,0,5,28.0
483,68106,9314,2013-06-24,2013-10-20,1,0,7,28.0
484,865,8763,2012-10-03,2012-12-17,0,0,2,21.0
485,63581,8763,2013-01-23,2013-01-24,1,0,3,21.0
486,868,15161,2012-06-28,2013-10-09,1,1,4,22.0
487,69150,15161,2013-06-03,2014-06-23,1,0,5,23.0
488,876,7944,2012-06-01,2012-08-24,0,0,0,17.0
489,880,8475,2012-01-02,2012-01-26,1,0,1,26.0
490,884,1168,2013-08-01,2013-08-21,1,0,3,32.0
491,3850,1168,2012-02-16,2014-03-22,0,1,2,31.0
492,63749,1168,2013-09-09,2014-06-27,1,0,4,33.0
493,887,15786,2012-04-03,2012-05-09,1,0,3,25.0
494,891,15474,2012-09-26,2013-05-02,0,0,5,33.0
495,43672,15474,2012-08-05,2013-06-06,0,1,4,33.0
496,892,12501,2013-04-19,2013-04-27,0,0,2,30.0
497,893,14780,2012-05-30,2012-06-18,1,0,4,35.0
498,895,7155,2012-09-08,2012-09-27,1,0,8,37.0
499,77814,7155,2012-05-31,2013-03-30,0,1,7,37.0
500,897,14451,2012-04-14,2013-09-03,0,0,1,19.0
501,902,6787,2013-08-28,2013-10-25,1,0,8,27.0
502,33650,6787,2012-02-20,2013-07-23,1,1,6,25.0
503,39972,6787,2012-10-26,2013-04-29,1,0,7,26.0
504,904,3249,2012-03-23,2012-04-10,1,1,6,34.0
505,32531,3249,2012-04-09,2012-04-12,1,0,7,34.0
506,47628,3249,2013-02-26,2015-04-16,1,0,8,35.0
507,50487,3249,2012-03-13,2012-07-20,1,1,5,34.0
508,912,757,2012-09-11,2013-07-24,0,1,2,31.0
509,7581,757,2012-01-17,2012-03-15,1,0,1,30.0
510,20425,757,2012-10-27,2013-02-14,0,0,3,31.0
511,42352,757,2013-06-19,2014-03-22,1,0,5,31.0
512,60449,757,2013-06-05,2014-02-02,0,1,4,31.0
513,914,15973,2013-04-11,2013-06-22,0,0,2,24.0
514,77055,15973,2013-07-21,2015-02-24,0,1,3,24.0
515,87947,15973,2013-08-29,2013-10-02,1,0,4,24.0
516,920,1195,2012-08-29,2012-10-12,0,0,0,29.0
517,42768,1195,2013-02-08,2013-09-02,0,0,1,29.0
518,925,18056,2013-07-19,2013-07-26,0,0,2,25.0
519,26547,18056,2012-02-17,2013-04-27,0,0,1,24.0
520,931,485,2013-05-16,2014-04-03,1,0,2,22.0
521,932,14902,2012-02-08,2014-05-01,0,0,0,23.0
522,936,17352,2012-05-29,2012-06-10,0,0,1,16.0
523,15065,17352,2013-08-28,2014-02-11,1,0,3,17.0
524,34207,17352,2013-07-05,2013-08-31,0,1,2,17.0
525,939,9363,2013-02-13,2013-05-13,1,0,3,23.0
526,2601,9363,2013-06-02,2013-07-26,1,0,4,23.0
527,39256,9363,2012-01-30,2013-05-07,1,1,2,22.0
528,969,19992,2012-06-09,2012-07-09,0,0,5,38.0
529,8370,19992,2012-08-21,2013-04-11,0,0,6,39.0
530,45348,19992,2013-09-10,2014-02-05,1,0,7,40.0
531,67552,19992,2012-01-09,2012-06-01,1,0,4,38.0
532,973,18606,2012-06-28,2013-01-22,0,0,2,28.0
533,976,2967,2012-02-23,2013-03-27,1,1,4,30.0
534,55733,2967,2012-05-03,2012-07-26,1,0,5,30.0
535,61911,2967,2013-10-18,2014-09-29,1,0,7,32.0
536,93065,2967,2013-05-09,2013-07-14,1,0,6,31.0
537,977,1445,2013-04-29,2013-06-25,1,0,2,25.0
538,978,16935,2013-03-27,2013-05-01,0,0,4,32.0
539,56047,16935,2013-02-22,2013-07-12,1,1,3,32.0
540,983,14462,2012-05-24,2013-01-23,0,0,2,29.0
541,985,16338,2012-08-03,2012-09-06,1,0,3,32.0
542,992,19116,2013-03-13,2013-04-16,1,0,1,18.0
543,73528,19116,2013-05-11,2013-06-21,0,0,2,18.0
544,993,15360,2012-03-21,2012-10-14,0,1,6,44.0
545,90839,15360,2012-04-08,2012-12-07,0,0,7,44.0
546,994,11165,2012-01-09,2012-09-14,0,1,7,42.0
547,88683,11165,2012-01-10,2012-01-26,1,0,8,42.0
548,96045,11165,2012-07-23,2012-08-18,1,0,9,43.0
549,999,11378,2012-01-26,2012-10-10,0,0,2,24.0
550,1008,6795,2013-08-23,2014-05-14,0,0,6,26.0
551,33222,6795,2013-03-07,2013-03-31,1,0,5,25.0
552,52382,6795,2012-10-11,2012-10-31,0,0,4,25.0
553,84919,6795,2012-10-08,2013-06-12,0,1,3,25.0
554,1009,17813,2013-03-04,2014-04-11,0,1,3,35.0
555,15563,17813,2013-10-08,2014-12-12,1,0,4,36.0
556,1010,691,2013-10-20,2013-10-24,0,0,6,30.0
557,5946,691,2013-09-13,2014-05-25,1,1,5,30.0
558,38223,691,2012-09-15,2012-12-24,1,0,3,29.0
559,52038,691,2013-02-16,2014-01-12,1,1,4,29.0
560,1011,10157,2012-02-09,2012-05-26,1,0,6,34.0
561,82367,10157,2013-07-19,2013-09-17,1,0,8,35.0
562,93664,10157,2012-06-17,2013-05-18,0,0,7,34.0
563,1015,11224,2012-07-10,2013-04-11,1,0,3,20.0
564,2679,11224,2012-01-21,2012-08-07,0,1,2,20.0
565,21143,11224,2013-10-19,2014-01-13,1,0,4,22.0
566,1016,19380,2013-02-23,2013-06-05,1,0,1,21.0
567,16100,19380,2013-07-13,2013-08-17,0,0,3,21.0
568,94077,19380,2013-07-01,2014-06-09,0,1,2,21.0
569,99261,19380,2012-03-18,2012-04-13,1,0,0,20.0
570,1019,5717,2012-09-28,2012-11-02,0,0,1,25.0
571,1025,14128,2012-01-09,2012-02-26,0,0,1,31.0
572,63602,14128,2013-06-25,2013-08-09,1,0,3,32.0
573,93218,14128,2013-06-18,2013-07-09,0,1,2,32.0
574,1026,18475,2012-03-07,2012-04-01,0,0,4,27.0
575,69013,18475,2012-07-19,2012-08-01,0,0,5,27.0
576,1027,19213,2013-10-02,2014-04-17,1,0,3,34.0
577,9669,19213,2012-08-20,2013-07-14,0,0,2,32.0
578,24482,19213,2012-03-30,2013-02-12,0,1,1,32.0
579,1033,2541,2012-03-14,2012-04-12,1,0,3,24.0
580,1036,10444,2012-06-30,2013-09-07,0,0,4,32.0
581,1038,5424,2013-04-25,2013-05-18,1,0,6,43.0
582,42563,5424,2012-01-24,2012-02-08,1,0,5,42.0
583,55470,5424,2013-09-01,2014-03-09,0,0,7,44.0
584,1040,12010,2013-05-20,2013-09-15,1,0,3,28.0
585,1043,2005,2012-10-19,2012-10-31,1,0,1,29.0
586,71357,2005,2013-03-13,2013-05-14,1,0,2,29.0
587,1045,2539,2012-09-12,2012-10-18,1,0,3,32.0
588,63229,2539,2013-05-29,2013-07-11,1,0,4,33.0
589,1050,13073,2013-03-24,2013-06-02,1,1,6,41.0
590,3772,13073,2013-04-02,2013-11-12,0,0,7,41.0
591,23315,13073,2013-03-15,2013-04-25,0,1,5,41.0
592,1057,7136,2012-03-02,2012-06-01,1,1,5,24.0
593,17735,7136,2013-10-25,2014-05-17,1,0,7,26.0
594,72519,7136,2012-03-24,2012-07-25,0,0,6,24.0
595,1058,11080,2012-05-09,2012-07-29,0,0,1,25.0
596,21092,11080,2012-09-19,2013-02-02,1,1,2,25.0
597,73741,11080,2013-01-23,2013-06-05,1,0,3,26.0
598,1059,2463,2013-05-11,2013-07-16,1,0,2,28.0
599,28388,2463,2012-03-08,2014-08-27,1,1,1,27.0
600,66851,2463,2013-10-11,2014-01-21,1,0,3,29.0
601,1063,19614,2013-02-07,2013-03-31,0,0,3,34.0
602,1066,12273,2013-09-13,2013-11-25,1,0,3,27.0
603,45327,12273,2013-02-28,2014-02-09,1,1,2,26.0
604,1079,16554,2013-06-12,2014-01-23,1,1,3,22.0
605,15323,16554,2012-03-18,2012-04-12,0,0,2,21.0
606,26606,16554,2013-09-30,2014-03-26,0,0,4,23.0
607,1080,1775,2012-08-02,2013-01-28,0,0,1,14.0
608,74264,1775,2012-04-20,2012-05-02,0,0,0,14.0
609,94356,1775,2013-09-23,2014-02-03,0,0,2,15.0
610,1081,13994,2013-09-22,2013-11-19,1,0,6,25.0
611,48678,13994,2013-02-06,2013-05-27,1,1,4,25.0
612,64649,13994,2012-07-09,2014-05-08,0,1,2,24.0
613,64761,13994,2013-05-12,2013-09-09,1,0,5,25.0
614,83324,13994,2012-10-21,2014-06-12,1,1,3,24.0
615,1084,702,2013-09-19,2013-10-03,0,0,4,30.0
616,20472,702,2012-05-12,2012-06-18,0,1,2,29.0
617,67731,702,2012-03-30,2012-04-17,0,0,1,29.0
618,91526,702,2012-05-31,2012-07-03,0,0,3,29.0
619,1091,997,2013-04-29,2015-03-20,0,0,4,28.0
620,69693,997,2012-07-24,2013-11-02,1,1,3,27.0
621,1092,10893,2012-02-02,2013-01-05,0,0,4,34.0
622,72831,10893,2013-08-11,2014-02-20,1,0,6,36.0
623,94877,10893,2013-07-07,2014-05-06,0,1,5,35.0
624,1096,14179,2012-02-04,2014-03-04,0,1,2,33.0
625,52781,14179,2012-04-26,2012-07-03,1,0,3,33.0
626,1100,14059,2013-09-08,2013-11-17,0,0,7,43.0
627,17537,14059,2012-06-16,2012-11-27,1,1,5,42.0
628,96555,14059,2012-08-17,2012-11-10,0,0,6,42.0
629,1105,2751,2013-09-30,2014-01-23,1,0,5,27.0
630,17338,2751,2013-03-23,2013-05-12,0,0,4,26.0
631,1106,17063,2013-10-12,2015-09-22,1,0,2,27.0
632,36188,17063,2013-07-21,2015-06-21,0,1,1,27.0
633,1107,2743,2013-03-17,2013-08-13,0,1,6,37.0
634,36822,2743,2013-10-18,2013-11-15,1,0,8,38.0
635,45826,2743,2012-04-07,2012-08-18,0,0,5,36.0
636,78145,2743,2013-07-23,2013-10-22,1,1,7,37.0
637,1108,7768,2013-07-26,2013-12-07,0,0,4,25.0
638,1109,2576,2012-06-30,2014-10-21,1,0,1,21.0
639,1112,13842,2013-02-23,2013-12-14,1,1,4,19.0
640,4146,13842,2012-05-20,2012-05-24,1,0,1,18.0
641,6845,13842,2013-05-29,2014-06-02,1,0,5,19.0
642,20420,13842,2012-11-23,2013-05-05,0,1,3,19.0
643,50196,13842,2012-02-06,2012-03-05,1,0,0,18.0
644,80503,13842,2012-09-25,2012-10-15,1,0,2,19.0
645,1118,15593,2012-04-29,2012-09-29,1,1,3,26.0
646,30876,15593,2012-07-09,2013-01-31,1,0,4,26.0
647,1128,14385,2013-01-04,2014-12-29,0,0,2,31.0
648,39852,14385,2012-01-09,2012-04-03,0,0,1,30.0
649,1131,18134,2012-11-25,2014-10-17,1,0,4,28.0
650,61077,18134,2012-10-07,2012-10-08,1,0,3,28.0
651,1146,13987,2013-03-24,2013-04-28,1,0,6,32.0
652,12062,13987,2012-04-22,2012-09-27,1,1,3,31.0
653,33249,13987,2012-09-29,2012-10-20,1,0,5,31.0
654,54542,13987,2012-04-30,2012-06-22,0,0,4,31.0
655,97771,13987,2013-10-09,2014-07-05,1,0,7,32.0
656,1150,1489,2013-02-10,2013-08-13,0,0,1,22.0
657,1152,10455,2012-05-26,2012-08-26,0,0,3,28.0
658,10387,10455,2013-06-08,2013-08-20,1,0,4,29.0
659,1158,5332,2012-12-03,2013-10-12,0,1,2,31.0
660,5092,5332,2013-09-16,2015-02-25,1,0,4,32.0
661,97854,5332,2013-03-11,2013-07-06,1,0,3,31.0
662,1163,5261,2012-03-20,2012-04-10,0,0,2,24.0
663,1166,11753,2012-07-30,2013-02-18,1,1,6,40.0
664,6637,11753,2012-09-06,2013-09-05,1,0,7,40.0
665,1170,18993,2013-10-18,2014-04-23,1,0,7,39.0
666,63755,18993,2012-06-20,2013-06-06,1,0,6,38.0
667,1183,8719,2013-01-31,2015-06-12,1,0,3,29.0
668,1186,16992,2013-02-11,2013-05-17,1,0,3,27.0
669,89379,16992,2013-08-21,2013-10-11,1,0,4,28.0
670,1197,3417,2012-12-03,2013-01-02,0,0,0,29.0
671,1199,18883,2012-02-03,2012-02-07,0,0,3,18.0
672,18320,18883,2012-12-29,2013-08-29,1,1,4,19.0
673,47480,18883,2013-05-11,2013-10-28,1,0,5,19.0
674,1207,9227,2013-08-20,2014-08-08,0,0,3,29.0
675,65151,9227,2012-06-12,2012-12-17,0,0,2,28.0
676,1210,5322,2013-08-17,2014-05-01,1,0,8,36.0
677,1211,7927,2013-10-25,2014-05-02,1,0,3,38.0
678,1214,18066,2012-10-30,2013-02-05,1,0,1,23.0
679,1217,14052,2012-08-13,2012-09-07,1,0,7,44.0
680,28062,14052,2012-07-09,2012-09-26,0,1,6,44.0
681,1219,10216,2012-12-11,2013-05-29,1,1,5,33.0
682,91097,10216,2012-12-13,2013-04-01,1,0,6,33.0
683,1220,19930,2012-12-14,2013-05-07,1,1,3,24.0
684,46041,19930,2013-02-20,2014-01-06,0,0,4,25.0
685,57099,19930,2012-07-24,2014-03-01,0,1,2,24.0
686,1226,13533,2013-06-29,2014-11-26,0,0,3,37.0
687,1241,8202,2013-10-03,2014-04-17,1,0,3,22.0
688,74299,8202,2013-04-16,2013-08-24,1,0,2,22.0
689,1249,18107,2013-09-30,2013-11-08,1,0,1,13.0
690,90495,18107,2012-05-17,2012-07-06,1,0,0,12.0
691,1250,6186,2013-09-02,2014-09-11,1,1,10,46.0
692,31348,6186,2013-10-24,2014-08-19,1,0,11,46.0
693,76320,6186,2013-02-01,2014-05-25,1,1,9,45.0
694,1252,4724,2013-07-19,2014-02-14,0,0,3,33.0
695,88612,4724,2013-01-05,2013-04-10,1,0,2,32.0
696,1259,7181,2013-01-16,2013-03-21,1,1,4,27.0
697,3320,7181,2012-03-29,2012-07-17,1,0,3,26.0
698,96202,7181,2013-03-17,2013-05-24,0,0,5,27.0
699,1261,12320,2012-06-05,2013-04-23,1,1,9,45.0
700,10120,12320,2012-03-01,2013-06-16,0,1,8,45.0
701,74102,12320,2012-10-16,2013-09-22,1,0,10,46.0
702,1262,4823,2013-04-09,2013-11-01,0,1,5,37.0
703,75697,4823,2013-09-21,2015-02-12,1,0,6,37.0
704,1272,2277,2012-11-21,2013-02-28,0,1,1,30.0
705,37920,2277,2013-04-25,2013-06-09,1,0,3,31.0
706,53818,2277,2012-06-24,2013-02-23,0,1,0,30.0
707,70861,2277,2013-01-01,2013-06-25,0,1,2,31.0
708,1277,9307,2013-06-04,2013-07-27,0,0,1,20.0
709,1280,10018,2012-01-22,2012-02-07,0,0,1,13.0
710,11111,10018,2012-04-19,2013-07-30,0,1,2,13.0
711,34346,10018,2012-01-11,2012-05-18,0,1,0,13.0
712,70631,10018,2013-02-11,2013-07-06,0,0,3,14.0
713,1283,10780,2013-06-17,2014-01-03,1,1,3,34.0
714,55957,10780,2013-10-17,2013-11-28,1,0,4,35.0
715,76054,10780,2012-02-25,2012-06-04,0,0,2,33.0
716,1287,5806,2012-08-19,2012-10-27,1,0,3,40.0
717,1289,10681,2013-03-15,2013-03-16,1,0,3,21.0
718,1296,2023,2012-09-30,2013-09-18,0,0,2,25.0
719,42443,2023,2012-02-20,2012-05-25,1,0,1,24.0
720,1297,14967,2012-06-02,2012-06-06,0,0,2,23.0
721,63172,14967,2012-06-17,2012-12-26,0,0,3,23.0
722,1302,9863,2013-01-08,2013-07-31,1,0,4,27.0
723,82420,9863,2012-11-05,2012-12-17,0,0,3,27.0
724,1310,12463,2012-01-15,2012-08-06,0,0,3,36.0
725,2648,12463,2013-07-02,2015-05-01,1,0,5,37.0
726,22203,12463,2012-12-14,2013-01-27,1,0,4,37.0
727,1312,14062,2012-01-09,2013-03-13,1,0,4,30.0
728,4156,14062,2013-10-18,2014-08-06,0,0,5,32.0
729,1314,2551,2013-07-03,2014-05-29,1,0,2,23.0
730,1327,8630,2012-06-07,2012-09-02,0,0,3,31.0
731,1328,17760,2013-09-04,2014-06-12,1,0,2,21.0
732,1332,8894,2013-09-09,2014-07-26,0,0,4,27.0
733,1339,1634,2012-05-29,2013-04-24,1,0,2,30.0
734,75631,1634,2013-09-20,2013-10-13,1,0,3,31.0
735,1342,12335,2012-12-14,2014-01-09,0,1,2,34.0
736,34780,12335,2013-04-13,2014-04-02,0,1,3,34.0
737,97031,12335,2013-09-28,2014-10-27,1,0,4,35.0
738,1347,16678,2013-04-29,2014-03-29,1,1,3,29.0
739,41435,16678,2013-05-19,2014-10-21,1,0,4,29.0
740,1348,7361,2012-04-17,2012-10-22,0,1,4,24.0
741,2594,7361,2012-12-19,2012-12-29,1,0,6,25.0
742,25723,7361,2012-08-12,2012-10-09,1,0,5,24.0
743,74852,7361,2012-04-01,2012-04-15,1,0,3,24.0
744,1367,2043,2012-05-10,2012-11-28,0,1,4,40.0
745,63475,2043,2012-08-08,2012-10-09,0,0,5,40.0
746,72189,2043,2012-10-14,2013-05-21,1,0,6,40.0
747,1374,9346,2013-02-28,2015-03-15,1,0,5,38.0
748,70180,9346,2012-10-30,2013-04-09,1,1,4,38.0
749,1389,9316,2012-08-23,2012-10-12,0,1,4,38.0
750,17014,9316,2013-05-25,2013-11-05,0,0,7,38.0
751,84991,9316,2012-10-06,2013-03-22,0,1,5,38.0
752,89254,9316,2012-02-24,2012-06-11,0,0,3,37.0
753,93693,9316,2013-01-07,2013-01-23,1,0,6,38.0
754,1390,19327,2012-10-15,2012-10-17,1,0,2,23.0
755,1393,7223,2013-10-09,2015-05-07,1,0,10,45.0
756,2712,7223,2012-07-16,2013-01-23,1,0,9,44.0
757,17709,7223,2012-07-03,2012-11-05,1,1,8,44.0
758,1394,11637,2013-03-15,2014-01-02,1,1,10,45.0
759,46722,11637,2012-08-19,2012-11-15,1,0,9,44.0
760,53725,11637,2012-03-09,2012-10-19,1,1,8,44.0
761,93576,11637,2013-07-16,2013-08-30,1,0,11,45.0
762,1396,2709,2013-07-29,2013-09-15,1,1,6,29.0
763,50443,2709,2013-09-14,2013-11-03,1,0,7,29.0
764,79102,2709,2012-06-28,2012-11-01,1,0,5,28.0
765,89721,2709,2012-06-12,2012-11-04,0,1,4,28.0
766,1402,18832,2012-04-23,2012-08-31,0,0,4,30.0
767,1407,1781,2013-07-12,2013-08-17,0,0,3,39.0
768,1409,1688,2013-10-28,2013-12-07,1,0,5,31.0
769,88678,1688,2013-01-10,2013-01-23,0,0,4,30.0
770,1417,1295,2013-09-04,2017-06-20,1,0,4,26.0
771,75999,1295,2012-06-06,2013-07-02,1,0,3,25.0
772,1424,1570,2012-02-12,2012-08-16,0,0,2,25.0
773,62136,1570,2013-09-27,2015-04-29,1,0,3,27.0
774,1425,1916,2012-05-02,2012-10-17,0,0,0,15.0
775,1427,16860,2012-04-13,2012-12-23,0,0,3,28.0
776,37330,16860,2012-02-22,2016-10-04,0,1,2,28.0
777,1429,10607,2013-04-03,2013-05-05,1,0,8,39.0
778,24780,10607,2012-09-24,2013-01-17,1,0,7,38.0
779,33846,10607,2013-10-27,2014-06-27,1,0,10,39.0
780,41117,10607,2012-08-11,2015-03-12,1,1,6,38.0
781,44145,10607,2013-05-31,2013-10-19,0,0,9,39.0
782,49734,10607,2012-08-03,2012-10-21,0,1,5,38.0
783,1435,11407,2013-06-11,2016-01-16,1,0,9,28.0
784,15596,11407,2012-09-20,2013-04-05,1,0,8,27.0
785,61130,11407,2012-06-19,2012-08-09,1,0,7,27.0
786,91974,11407,2012-03-29,2012-06-04,1,0,6,27.0
787,1436,9395,2012-03-25,2012-05-01,0,0,3,25.0
788,19971,9395,2012-11-19,2013-10-02,0,1,4,26.0
789,23584,9395,2013-10-28,2014-04-09,0,0,6,27.0
790,73544,9395,2013-09-08,2015-08-07,0,1,5,26.0
791,1442,5100,2013-09-16,2013-10-05,0,0,5,34.0
792,45089,5100,2012-11-17,2013-05-19,0,0,4,33.0
793,1450,17148,2013-04-21,2013-07-17,1,0,4,25.0
794,45133,17148,2012-04-15,2013-05-06,0,1,3,24.0
795,1457,17563,2012-12-01,2013-05-19,1,0,5,34.0
796,1463,16021,2012-05-08,2012-08-29,1,0,1,30.0
797,1464,15737,2012-06-18,2012-10-02,0,1,4,35.0
798,48013,15737,2012-08-22,2013-03-13,1,0,5,35.0
799,82304,15737,2012-03-27,2012-04-11,1,0,3,35.0
800,83156,15737,2013-05-21,2013-07-19,1,0,6,36.0
801,1469,14237,2013-05-11,2013-07-31,1,1,0,18.0
802,44698,14237,2013-07-17,2013-08-19,0,0,1,18.0
803,1474,16896,2013-10-15,2013-12-27,1,0,6,35.0
804,84181,16896,2013-07-20,2013-10-27,0,1,5,35.0
805,1476,14106,2013-01-12,2013-04-24,1,0,5,48.0
806,1478,3273,2013-10-16,2013-10-17,1,0,2,19.0
807,60324,3273,2013-01-17,2013-03-31,1,0,1,18.0
808,1494,12494,2013-10-24,2013-10-29,1,0,2,20.0
809,60170,12494,2012-01-20,2012-02-17,0,0,1,18.0
810,1496,7000,2013-10-09,2013-12-07,0,0,3,16.0
811,33067,7000,2012-04-14,2012-11-08,0,1,1,15.0
812,84890,7000,2012-10-07,2014-01-01,1,1,2,15.0
813,1503,14552,2012-09-20,2012-09-21,1,0,2,25.0
814,27923,14552,2013-08-01,2014-10-29,0,0,3,26.0
815,1504,11667,2013-02-04,2013-04-18,1,0,4,35.0
816,1507,2389,2012-06-27,2012-11-28,1,0,2,27.0
817,1508,3587,2012-09-21,2013-08-01,0,0,2,20.0
818,1513,509,2013-04-25,2013-09-09,0,0,3,19.0
819,28235,509,2012-08-28,2012-10-22,0,0,2,18.0
820,47766,509,2012-07-11,2012-11-15,1,1,1,18.0
821,1516,7980,2012-04-20,2012-09-04,0,0,3,25.0
822,39920,7980,2013-08-22,2013-11-19,1,0,5,26.0
823,56557,7980,2012-11-21,2013-05-08,1,0,4,26.0
824,1518,8450,2013-03-28,2013-07-26,1,0,6,48.0
825,94066,8450,2012-12-13,2013-06-26,1,1,5,48.0
826,1520,3722,2012-11-28,2013-09-22,1,1,10,41.0
827,14222,3722,2012-02-16,2012-09-23,1,1,8,40.0
828,19633,3722,2013-04-04,2013-05-26,1,0,11,41.0
829,32596,3722,2012-06-10,2012-06-23,1,0,9,40.0
830,1522,14232,2013-03-15,2013-10-16,1,0,1,19.0
831,14767,14232,2012-07-08,2013-02-08,0,0,0,18.0
832,1524,5638,2013-02-27,2013-07-23,1,0,4,27.0
833,34989,5638,2013-08-16,2013-12-25,1,0,5,28.0
834,56566,5638,2012-10-03,2014-04-03,0,1,3,27.0
835,1525,6977,2013-03-22,2013-04-25,1,0,3,26.0
836,37731,6977,2012-02-05,2012-07-28,1,1,1,25.0
837,90436,6977,2012-04-17,2012-12-09,0,0,2,25.0
838,1530,13174,2012-07-27,2013-02-13,1,1,6,28.0
839,63513,13174,2012-07-16,2012-09-12,1,1,5,28.0
840,69231,13174,2013-02-06,2013-03-02,1,0,7,29.0
841,91616,13174,2012-03-07,2013-02-19,0,1,4,28.0
842,1531,13489,2012-09-10,2014-06-04,1,1,5,33.0
843,10952,13489,2013-03-11,2013-12-26,1,0,6,34.0
844,1540,15690,2012-08-18,2015-05-28,1,0,5,23.0
845,1541,18957,2012-08-15,2012-09-14,0,0,2,29.0
846,1551,16659,2012-08-30,2013-05-30,0,1,4,24.0
847,10506,16659,2012-12-15,2013-05-16,0,0,5,24.0
848,66784,16659,2013-06-26,2013-11-30,1,0,6,25.0
849,1555,18347,2013-09-04,2014-01-12,1,0,4,39.0
850,42263,18347,2012-06-08,2012-09-06,1,0,3,38.0
851,1556,19956,2012-07-04,2013-08-06,1,0,4,33.0
852,73621,19956,2012-06-07,2013-09-17,1,1,3,33.0
853,77202,19956,2013-08-26,2014-03-13,1,0,5,34.0
854,1562,4736,2013-06-20,2014-06-15,1,1,5,38.0
855,32680,4736,2013-05-30,2013-06-06,0,0,4,38.0
856,36022,4736,2013-07-23,2013-09-19,1,0,6,38.0
857,1573,6334,2012-04-30,2012-08-04,1,0,5,33.0
858,68557,6334,2012-10-01,2012-10-09,0,0,6,33.0
859,1579,16734,2013-07-13,2013-09-11,0,0,6,29.0
860,8221,16734,2012-03-31,2012-05-20,0,0,3,28.0
861,63936,16734,2013-01-28,2013-09-02,0,1,4,29.0
862,83680,16734,2013-02-12,2013-06-29,1,0,5,29.0
863,1586,10532,2013-09-01,2014-03-28,0,0,3,33.0
864,81671,10532,2012-05-29,2013-10-15,1,1,2,32.0
865,1591,14796,2012-08-16,2013-10-05,0,0,3,29.0
866,61931,14796,2012-04-28,2012-10-11,0,1,2,29.0
867,1596,5672,2012-08-01,2012-12-23,1,0,3,22.0
868,1598,6018,2013-01-06,2013-05-09,1,0,8,35.0
869,20342,6018,2012-08-14,2012-08-25,0,0,7,35.0
870,43481,6018,2012-02-14,2013-03-03,1,1,6,34.0
871,1599,7371,2013-07-14,2014-08-24,1,0,12,33.0
872,25464,7371,2012-08-24,2013-04-12,1,1,9,33.0
873,31457,7371,2013-04-20,2013-09-19,1,1,11,33.0
874,49237,7371,2012-01-22,2012-08-08,1,1,7,32.0
875,85986,7371,2012-12-27,2013-04-28,1,1,10,33.0
876,96673,7371,2012-02-23,2012-12-07,1,1,8,32.0
877,1601,2065,2013-04-16,2015-09-04,0,0,5,27.0
878,33115,2065,2013-02-04,2014-04-16,0,1,4,27.0
879,68284,2065,2012-05-13,2012-07-21,1,0,3,26.0
